term,idf
возникнуть,1.514128
возня,4.60517
возрадоваться,3.912023
возражать,4.60517
возражение,3.912023
возраст,2.207275
возрастать,4.60517
возрасти,3.506558
возрастной,3.912023
возрождать,4.60517
возрождение,4.60517
воинский,3.506558
война,1.966113
войско,4.60517
войти,0.198451
вокзал,3.218876
вокруг,1.427116
воксис,4.60517
волатильность,4.60517
волгоградский,4.60517
волевой,4.60517
волк,4.60517
волна,1.714798
волновать,3.912023
вологодский,3.912023
волокно,3.506558
волс,4.60517
волшебник,4.60517
волшебный,3.218876
волшебство,3.506558
вольт,4.60517
воля,2.813411
вон,4.60517
воображение,2.995732
вообразить,4.60517
вообще,0.71335
вооружение,2.65926
вооружённый,3.506558
воплотить,2.995732
воплотиться,4.60517
воплощать,3.218876
вопрос,0.248461
воркфлоу,4.60517
воркшоп,3.912023
воробьёв,4.60517
воровать,4.60517
ворон,4.60517
воронежский,3.912023
воронка,3.912023
воронцов,4.60517
ворота,3.912023
воротничок,4.60517
ворох,4.60517
ворочить,4.60517
восемнадцать,4.60517
восемь,2.813411
воскликнуть,2.813411
воскресение,3.506558
воскресенск,4.60517
воскресенский,4.60517
воскрешение,2.813411
воспитание,4.60517
воспитатель,4.60517
воспламениться,4.60517
восполнить,3.912023
воспользоваться,2.120264
воспоминание,4.60517
воспринимать,2.995732
восприниматься,2.207275
восприятие,3.506558
воспроизведение,3.506558
воспроизвести,2.995732
воспроизводимость,4.60517
воспроизводить,2.120264
воспроизводиться,3.912023
воссоединиться,4.60517
восстанавливать,3.506558
восстанавливаться,2.407946
восстановительный,4.60517
восстановить,2.525729
восстановление,2.407946
восток,2.302585
восторг,3.912023
восторженный,4.60517
востребовать,2.995732
восхищение,4.60517
восход,4.60517
восходящий,4.60517
восьмилетний,4.60517
восьмой,3.506558
впадать,3.506558
впасть,4.60517
впервые,1.609438
впереди,3.218876
вперемешку,4.60517
вперёд,2.120264
впечататься,4.60517
впечатление,1.966113
впечатлительный,4.60517
впечатлить,3.506558
впечатлять,2.813411
впечатляющий,3.506558
вписаться,4.60517
вписываться,3.912023
впк,3.912023
вплоть,2.813411
впо,4.60517
вполне,1.309333
впоследствии,2.407946
вправе,2.525729
впритык,4.60517
враг,4.60517
вражда,3.912023
вражеский,4.60517
вразрез,4.60517
врач,3.506558
врачебный,4.60517
вращаться,4.60517
вращение,4.60517
вред,2.65926
вредить,3.218876
вредный,2.995732
вредоносный,2.65926
врезаться,4.60517
временно,3.218876
временной,2.525729
временный,4.60517
время,0.051293
врисовать,4.60517
вроде,0.967584
врождённый,3.912023
вручать,4.60517
вручение,3.912023
вручную,1.771957
вряд,2.995732
вс,3.506558
всеинструмент,3.218876
вселенная,2.995732
всемирный,3.912023
всеобщий,2.995732
всеобъемлющий,4.60517
всероссийский,4.60517
всерьёз,2.525729
всесезонный,4.60517
всесильный,4.60517
всесторонний,4.60517
вск,4.60517
вскоре,2.995732
вскрыть,3.506558
вслед,4.60517
вследствие,3.506558
вслепую,4.60517
вслух,2.995732
вслушаться,4.60517
всмпо,4.60517
всплеск,3.912023
всплывать,2.65926
всплывашка,3.912023
всплыть,4.60517
вспоминать,2.207275
вспомнить,2.040221
вспомогательный,3.218876
вспышка,4.60517
вставать,2.995732
вставить,2.407946
вставка,4.60517
вставлять,2.995732
вставляться,4.60517
встать,2.65926
встраивать,2.995732
встраиваться,3.912023
встретить,2.207275
встретиться,3.912023
встреча,2.207275
встречать,2.525729
встречаться,2.207275
встроить,1.386294
вступать,2.407946
вступить,2.207275
вступление,2.995732
всу,2.302585
всюду,3.506558
всякий,2.207275
всё,0.371064
втаскивать,4.60517
втащить,4.60517
втб,3.506558
вторжение,4.60517
вторичный,4.60517
второе,3.218876
второй,0.673345
втрое,4.60517
втройне,4.60517
втягиваться,4.60517
вудворд,4.60517
вуз,2.813411
вход,1.89712
входить,1.832581
входной,3.218876
входящий,3.506558
вхождение,4.60517
вч,4.60517
вчера,0.941609
вчерашний,4.60517
вшэ,3.218876
въехать,4.60517
вы,1.469676
выбесить,4.60517
выбивать,4.60517
выбиваться,3.912023
выбирать,1.203973
выбираться,4.60517
выбить,3.912023
выбор,1.049822
выборка,3.218876
выборы,3.912023
выбрасывать,4.60517
выбрасываться,4.60517
выбрать,0.776529
выбраться,3.912023
выброс,3.506558
выбросить,3.506558
вываливаться,3.912023
вывезти,3.912023
выверенность,4.60517
вывеска,3.218876
вывести,1.89712
вывод,1.139434
выводить,2.813411
выгибать,4.60517
выглядеть,0.71335
выглядить,4.60517
выгнать,4.60517
выгода,2.813411
выгодно,3.506558
выгодный,2.407946
выгодоприобретатель,4.60517
выгорание,2.995732
выгорать,4.60517
выгореть,4.60517
выгрузить,4.60517
выдавать,1.771957
выдать,2.525729
выдаться,4.60517
выдача,2.525729
выдающийся,3.912023
выдвигать,3.912023
выделение,3.218876
выделить,2.207275
выделка,4.60517
выделять,2.302585
выделяться,2.407946
выдержать,3.506558
выдерживать,4.60517
выдержка,3.506558
выдумать,3.506558
выдумывание,4.60517
выдумывать,3.912023
выезд,3.912023
выехать,3.912023
выжать,3.218876
выживальщик,4.60517
выживание,2.813411
выживать,3.506558
выжигать,4.60517
выжидательный,4.60517
выжимание,4.60517
выжимать,4.60517
выжимка,2.65926
выжить,2.407946
вызвать,1.966113
вызов,1.560648
вызывать,2.120264
вызывающий,4.60517
выиграть,3.218876
выигрывать,1.832581
выигрыш,3.912023
выискивать,3.912023
выйти,1.049822
выкатить,2.995732
выкатывать,3.506558
выкачать,3.506558
выкинуть,4.60517
выкладывать,2.813411
выклый,4.60517
выключатель,4.60517
выключать,4.60517
выключаться,4.60517
выключение,4.60517
выключить,4.60517
выкупать,4.60517
выкупить,4.60517
вылезти,4.60517
вылет,4.60517
вылететь,4.60517
вылечить,3.912023
