term,doc,tf
анализ,14,0.000563
анализ,15,0.000545
анализ,16,0.000311
анализ,17,0.000804
анализ,18,0.001214
анализ,2,0.002349
анализ,20,0.000574
анализ,21,0.000613
анализ,22,0.000542
анализ,23,0.001124
анализ,25,0.000612
анализ,26,0.000772
анализ,27,0.000517
анализ,29,0.000627
анализ,3,0.000614
анализ,30,0.000592
анализ,31,0.000554
анализ,32,0.002736
анализ,33,0.000533
анализ,34,0.002795
анализ,4,0.000576
анализ,40,0.001576
анализ,41,0.000878
анализ,45,0.005204
анализ,46,0.001185
анализ,47,0.000856
анализ,48,0.002237
анализ,49,0.000986
анализ,51,0.000462
анализ,52,0.001006
анализ,54,0.001088
анализ,55,0.00116
анализ,56,0.001057
анализ,57,0.001073
анализ,6,0.00051
анализ,61,0.000244
анализ,7,0.000608
анализ,71,0.000317
анализ,72,0.000405
анализ,75,0.000622
анализ,76,0.000546
анализ,79,0.00051
анализ,8,0.001949
анализ,80,0.000579
анализ,82,0.000598
анализ,86,0.001853
анализ,87,0.000855
анализ,90,0.002308
анализ,94,0.005254
анализ,95,0.000635
анализ,96,0.00065
анализ,97,0.001037
анализатор,2,0.000587
анализатор,32,0.002052
анализировать,10,0.00191
анализировать,14,0.000563
анализировать,24,0.00057
анализировать,34,0.000559
анализировать,41,0.000439
анализировать,45,0.001735
анализировать,47,0.000856
анализировать,54,0.000544
анализировать,57,0.000536
анализировать,61,0.000244
анализировать,66,0.000732
анализировать,74,0.000514
анализировать,8,0.000487
анализировать,87,0.000428
анализировать,90,0.000577
анализировать,94,0.001751
анализировать,97,0.001037
анализировать,98,0.001767
анализироваться,39,0.001212
анализироваться,44,0.000626
анализироваться,66,0.000732
анализироваться,98,0.000883
аналитик,13,0.000962
аналитик,19,0.000626
аналитик,20,0.001149
аналитик,23,0.000562
аналитик,29,0.000627
аналитик,31,0.000554
аналитик,34,0.001677
аналитик,4,0.000576
аналитик,41,0.000439
аналитик,43,0.000622
аналитик,44,0.000626
аналитик,51,0.001386
аналитик,54,0.002175
аналитик,56,0.000528
аналитик,58,0.00087
аналитик,59,0.001028
аналитик,60,0.000949
аналитик,62,0.001797
аналитик,63,0.000494
аналитик,64,0.001024
аналитик,65,0.001214
аналитик,66,0.002196
аналитик,68,0.000924
аналитик,70,0.000787
аналитик,73,0.000731
аналитик,8,0.000487
аналитик,80,0.001159
аналитик,87,0.000855
аналитик,9,0.001127
аналитик,90,0.000577
аналитик,95,0.000635
аналитика,1,0.001116
аналитика,12,0.00066
аналитика,13,0.000481
аналитика,14,0.001126
аналитика,18,0.003036
аналитика,2,0.002349
аналитика,20,0.001723
аналитика,22,0.000542
аналитика,23,0.002247
аналитика,25,0.000612
аналитика,26,0.000772
аналитика,27,0.00155
аналитика,30,0.001183
аналитика,31,0.001108
аналитика,32,0.000684
аналитика,33,0.000533
аналитика,34,0.000559
аналитика,38,0.004947
аналитика,4,0.000576
аналитика,40,0.00105
аналитика,43,0.000622
аналитика,48,0.000746
аналитика,51,0.004159
аналитика,52,0.000503
аналитика,53,0.000625
аналитика,54,0.000544
аналитика,57,0.001073
аналитика,6,0.00051
аналитика,62,0.000898
аналитика,73,0.000731
аналитика,80,0.001159
аналитика,85,0.000562
аналитика,86,0.00139
аналитика,87,0.000428
аналитика,9,0.001691
аналитика,90,0.001154
аналитика,92,0.000988
аналитика,93,0.000758
аналитика,94,0.000876
аналитика,96,0.00065
аналитика,98,0.000883
аналитический,1,0.000558
аналитический,23,0.001124
аналитический,34,0.000559
аналитический,39,0.001212
аналитический,42,0.001019
аналитический,44,0.000626
аналитический,51,0.000462
аналитический,66,0.002196
аналитический,71,0.000317
аналитический,76,0.000546
аналитический,80,0.000579
аналитический,86,0.000463
аналитический,87,0.000428
аналитический,88,0.000215
аналог,15,0.000545
аналог,19,0.001252
аналог,22,0.001085
аналог,28,0.001017
аналог,32,0.000684
аналог,37,0.000389
аналог,4,0.000576
аналог,40,0.000525
аналог,46,0.001185
аналог,48,0.000746
аналог,54,0.000544
аналог,6,0.00051
аналог,60,0.003795
аналог,64,0.001024
аналог,84,0.000525
аналог,85,0.000562
аналог,86,0.000463
аналог,95,0.000635
аналогично,45,0.001735
аналогично,88,0.000215
аналогичный,17,0.000804
аналогичный,34,0.000559
аналогичный,43,0.000622
аналогичный,44,0.001252
аналогичный,45,0.001735
аналогичный,71,0.001267
аналогичный,74,0.001028
аналогичный,86,0.000463
аналогичный,88,0.000644
аналогия,36,0.000455
аналогия,49,0.000493
аналогия,79,0.001021
аналогия,85,0.000562
аналогия,89,0.000823
аналогия,9,0.000564
аналогия,92,0.000988
аналогия,93,0.000758
аналогия,96,0.00065
аналоговый,90,0.001154
анапа,60,0.000949
анапа,62,0.000898
анапа,63,0.000494
анапа,64,0.001024
анапа,65,0.001214
анапа,68,0.000924
анапа,70,0.000787
анапа,73,0.000731
анастасия,14,0.000563
анастасия,20,0.000574
анастасия,31,0.000554
анастасия,8,0.000975
анатомия,87,0.000428
анатомия,99,0.000898
анафема,15,0.000545
анахронизм,88,0.000429
анахронизм,91,0.000559
ангедония,59,0.001028
ангел,62,0.002695
англ,28,0.000509
англ,54,0.000544
англ,63,0.000494
англ,8,0.000487
английский,100,0.00184
английский,22,0.000542
английский,26,0.001544
английский,33,0.000533
английский,40,0.002101
английский,48,0.000746
английский,5,0.000497
английский,59,0.001028
английский,85,0.003937
английский,92,0.000988
английский,98,0.000883
англицизм,5,0.000994
англоязычный,100,0.00184
англоязычный,16,0.000311
англоязычный,55,0.00058
андре,49,0.000493
андрей,14,0.000563
андрей,18,0.000607
андрей,28,0.000509
андрей,34,0.001677
андрей,4,0.000576
андрей,64,0.001024
андрей,67,0.00137
андрей,68,0.000924
андрей,69,0.001228
андрей,77,0.012357
андрей,86,0.000463
андрей,87,0.000428
андрей,9,0.000564
андроид,2,0.000587
андроид,38,0.000618
андроид,82,0.000598
андроид,84,0.000525
андроид,88,0.000644
андроид,89,0.009877
андроидстудия,88,0.000215
андроидстуие,88,0.000215
анекдот,88,0.000215
анекдот,9,0.000564
анекдот,95,0.000635
аникей,88,0.000215
анимация,98,0.000883
аниме,10,0.002865
аниме,41,0.000439
анимешный,84,0.000525
анимировать,34,0.000559
анимировать,51,0.000462
анкета,48,0.000746
анкета,71,0.000317
анкета,76,0.001092
анкора,18,0.000607
анлить,28,0.001017
анлить,54,0.001088
анлить,76,0.000546
анлить,8,0.000975
анна,22,0.000542
анна,27,0.000517
анодный,84,0.001051
аномалия,45,0.001735
аномалия,9,0.001127
аномальный,47,0.000856
